"full_text" "searched_at"
"1" "This moment, This crowd, These scenes will stay in memory forever !!!
#FIFAWorldCup #MoroccoVsPortugal
#FIFAWorldCup2022 #Morocco
#MoroccoVsPortugal #Qatar2022 #sky #city #cloud #skyporn #cloudporn #worldcup #worldcupfever #brooklyn #brooklynnewyork #brooklynlove @brooklynpaper https://t.co/gOSU4gVGWU" 2022-12-10 14:57:12
"2" "Brazil looses to Croatia and Portugal looses to Morocco, the #WorldCup is fixed.  #WorldCup2022" 2022-12-10 14:57:12
"3" "Some dubious referee decisions in the first half.  We need some creativity though #worldcup #football #england #soccer @ Palms Casino Resort https://t.co/ONBjqRhqi5" 2022-12-10 14:57:12
"4" "#RIPGrantWahl The fierce ally and vaunted sports journalist that was turned away from the #worldcup for wearing a rainbow shirt by the #homophobic Qataris … has died on assignment in Qatar. He leaves behind a wife and LGBT brother who suspects foul play. https://t.co/6RiyVcrOgR" 2022-12-10 14:57:12
"5" "Tie her up the 2nd half, Lannisters #ThreeLions #WorldCup" 2022-12-10 14:57:12
"6" "I’ve said it once and I’ll say it again… the French can go fuck themselves with a 🤌🏽croissant🤌🏽

#WorldCup #WorldCup2022 #France" 2022-12-10 14:57:12
"7" "Not the ref letting them toss each other around like rag dolls 🤣😂🤣😂🤣#WorldCup #France #England ⚽️ https://t.co/dRyhlUoq7C" 2022-12-10 14:57:12
"8" "Ball nice, I can’t breathe, but hey I’m tweeting… Give thanks‼️🤣 

#bénédiction #WorldCup2022 
#WorldCup #EnglandVsFrance ⚽️" 2022-12-10 14:57:12
"9" "Steam Room 🧖👩🏾‍❤️‍💋‍👩🏾! #baddiesonly #ThisMorning #FIFAWorldCup #WorldCup https://t.co/W7Ed73BjGz" 2022-12-10 14:57:12
"10" "Time to let Morocco host for good grief. Morocco 2030!!! #WorldCup" 2022-12-10 14:57:12
"11" "If the Qataris are going to kill people at games can that trumpeter be next? #EnglandVsFrance #WorldCup" 2022-12-10 14:57:12
"12" "#EnglandVsFrance 

Loser has to make the US a liberty  #WorldCup #WorldCup2022" 2022-12-10 14:57:12
"13" "Bad lor thing 💅🏽 ... with low mileage 🙈😅.. #WorldCup #FIFAWorldCup #AlchemyOfSouls https://t.co/KPx8MgGV6n" 2022-12-10 14:57:12
"14" "For a global airline, you would think @united would make it easier to watch the #WorldCup in flight." 2022-12-10 14:57:12
"15" "FIFA refs should have to clarify their big calls/replays in real time, like how NFL does with flags/challenges. Might seem like an Americanization, but would be so helpful. 

#ENGFRA #worldcup #FIFAWorldCup https://t.co/2WoRD2sQmi" 2022-12-10 14:57:12
"16" "Mbappe is SPECIAL!!!!! #WorldCup" 2022-12-10 14:57:12
"17" "#WorldCup hot take: Foosball is more exciting than soccer." 2022-12-10 14:57:12
"18" "Aside from Brazil, France has the best team this WorldCup." 2022-12-10 14:57:12
"19" "Let's go #France 
#WorldCup https://t.co/hgWC8QljAq" 2022-12-10 14:57:12
"20" "England vs France you say? Yeah zero fs given…you enjoy Dad…ZZzzzZzZzZZZzzz…

#worldcup #englandvsfrance #soccer #football #worldcup2022 #puglife #pug #snoozing #dogsofinstagram #pugsofinstagram #bouncingsouls #ole https://t.co/EdzQ6SyDyO" 2022-12-10 14:57:12
"21" "Alle! #WorldCup" 2022-12-10 14:57:12
"22" "A PERFECT team goal from France! #WorldCup" 2022-12-10 14:57:12
"23" "Consecutive banners on sideline for crypto, Qatar, and Budweiser. When’s the last time the alcohol industry was the moral conscience of a group? 

“So this is weird, but WE don’t feel comfortable with this. Yeah, we didn’t think we had standards, either, but come on.” #WorldCup" 2022-12-10 14:57:12
"24" "Hey @FOXTV and @FOX16News…I don’t have @comcast and I’m not in your little pissing match…I would like to watch the #WorldCup without that stupid ticker please. #pleaseandthankyou" 2022-12-10 14:57:12
"25" "🔴England vs France World Cup 2022 👉 Live Stream 🔴#ENGFRA #FRAENG #WorldCup 👇👇 https://t.co/2g1yY2XzGg" 2022-12-10 14:57:12
"26" "Waiting for these players to make an appearance! #WorldCup https://t.co/7VwkdFBFtB" 2022-12-10 14:57:12
"27" "England vs France, a rivalry centuries in the making. #WorldCup" 2022-12-10 14:57:12
"28" "Morocco marches on eliminating Portugal in quarterfinals of World Cup

Portugal was favored to win but Morocco's Cinderella tournament continues after their sensational 1-0 win . Morocco is the first African nation to reach the semifinals of a #WorldCup🇲🇦
https://t.co/GUKYFXy8SH" 2022-12-10 14:57:12
"29" "Watching the #ENGvsFRA #WorldCup  match #FIFAWorldCup #QuarterFinal. https://t.co/MvKTWb3jfG" 2022-12-10 14:57:12
"30" "Let’s hope todays #worldcup match ends just like the Norman invasion of 1066" 2022-12-10 14:57:12
"31" "Heavyweight matchup! #WorldCup" 2022-12-10 14:57:12
"32" "Rolling with #France today #WorldCup" 2022-12-10 14:57:12
"33" "HERE WE GO!! ⚽😉
#FRAANG #WorldCup #WorldCup2022 #ENGFRA" 2022-12-10 14:57:12
"34" "I don't know how any neutral roots for anyone other than Morocco,  at this point. #WorldCup https://t.co/2n8wyiMZmi" 2022-12-10 14:57:12
"35" "I like how during the #WorldCup each country sings along with their national anthem. Not in America. We have to be quiet and watch whoever has the microphone." 2022-12-10 14:57:12
"36" "Good luck, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽️

#FUMS #family #furmanpaladins #paladins #dins #furmanuniversity #furman #FIFAWorldCup #WorldCup #ENGFRA https://t.co/29Z0MkZSCQ" 2022-12-10 14:57:12
"37" "LETS GO ENGLAND 🇬🇧 #WorldCup https://t.co/9ALhJQL2rk" 2022-12-10 14:57:12
"38" "@bennettrun I guess against France, sure. 
Something I love about Queens during World Cup is block by block you see flags from everywhere &amp; a reminder that we are the World's Borough! #WorldCup" 2022-12-10 14:57:12
"39" "You know you’ve made it as an actor when you get paid hard cash to narrate an overproduced intro to a sporting event that no one watching the event gives a fuck about. #WorldCup" 2022-12-10 14:57:12
"40" "Worldcup can end now… no teams left back" 2022-12-10 14:57:12
"41" "you would think there was an arab continent where worldcup tickets are distributed or that morroco didnt recently apply to join ecowas." 2022-12-10 14:57:12
"42" "i love how morroco's performance in the worldcup is making us have conversations about the african identity. i have seen so many hottakes about how morrocans don't identify as africans it is so funny." 2022-12-10 14:57:12
"43" "Qatar #WorldCup jingle vs my Induction stove sound 😅
Am I too obsessed? 😅🤦‍♂️⚽ https://t.co/U9jf1HL1jF" 2022-12-10 14:57:12
"44" "History! Morocco beats Portugal.
Congratulations 🎉 🇲🇦
.
.
#worldcup #Qatar2022 https://t.co/CooESasuvO" 2022-12-10 14:57:12
"45" "Embracing the chaos. Let’s go THREE LIONS. #WorldCup https://t.co/R33ayLGIpM" 2022-12-10 14:57:12
"46" "LFG!!! MOROCCOOOO
First African/Arab team in the semifinals !! 
🇲🇦🇲🇦🇲🇦
#FIFAWorldCup #المغرب_البرتغال #Qatar2022 #WorldCup #MoroccoVsPortugal" 2022-12-10 14:57:12
"47" "This is why I don't consider myself a Republican anymore. #ditchmitch #dumpthepoliticans #WorldCup #FIFAWorldCup https://t.co/40dtY9zoEx" 2022-12-10 14:57:12
"48" "Well done  #Morocco #WorldCup African proud" 2022-12-10 14:57:12
"49" "Good luck to #England and #France for the upcoming #WorldCup game." 2022-12-10 14:57:12
"50" "For a #puertorican is not a surprise to read about how the #American media talk about #HumanRights in this #WorldCup #WorldCup2022 #WorldcupQatar2022 while the Islanders have been denied the #right to #SelfDetermination" 2022-12-10 14:57:12
"51" "#Morocco's Sofiane Boufal celebrating with his mother. #WorldCup https://t.co/09IHWFvvaw" 2022-12-10 14:57:12
"52" "Found an English pub in downtown Chicago! #WorldCup #eng #fra https://t.co/aGn9ocMIQP" 2022-12-10 14:57:12
"53" "Just ordered a plate of fries, lest things get drunken #worldcup #francevsengland" 2022-12-10 14:57:12
"54" "France please don’t disappoint me today! 🇫🇷 #francevsengland #WorldCup" 2022-12-10 14:57:12
"55" "Morocco fans are running wild through Mississauga. #WorldCup" 2022-12-10 14:57:12
"56" "Someone came back for more!! We have a special ending as well 😉😉
#WorldCup #WorldCup2022 #massage #gay #porn #gayporn #pussy #ass #anal #cum #naked #massage #free #freemassage #Anaheim #Disneyland https://t.co/Vc8vqHVU3K" 2022-12-10 14:57:12
"57" "@GrantWahl RiP - you will be missed #WorldCup https://t.co/pWM55WXv1g" 2022-12-10 14:57:12
"58" "One of the most exciting things about the #WorldCup is never actually knowing exactly how much time is left in a match. It really keeps you on your toes." 2022-12-10 14:57:12
"59" "This world pup goal save tho! #WorldCup #WorldCup2022 https://t.co/WxRDNxUtHO" 2022-12-10 14:57:12
"60" ".@PyrosWines Savor the Malbec from this #WorldCup of #Wine coming from #Argentina ⚽️ Listen LIVE on @AngelsRadioKLAA 🍷 https://t.co/90h8CvnGyN https://t.co/CSQvVCkLsF" 2022-12-10 14:57:12
"61" "Remember who you are, wear it Proudly‼️ 👉🏾https://t.co/09sY8R7NIG👈🏽#9ether #AlchemyOfSouls #spiritualgaul #spiritualawakening #AlchemyOfSoulsS2 #BlackAdam #AlchemyOfSoulsEp21 #DreamersbyJungkook #MARPOR #WorldCup2022 #THE_W #WorldCup https://t.co/ikV6w2w2JL" 2022-12-10 14:57:12
"62" "Mentions of @GrantWahl death but no explanation 🤨, sorta how the #WorldCup ended up in a slave nation. Good job🌎" 2022-12-10 14:57:12
"63" "@CashBarnlane CB’s SportsBook. 2022 FIFA WorldCup Picks. 2022 FIFA WORLD CUP- QATAR. Quarterfinals. Doha,Qatar.         Morocco v. Portugal- MAR. Al Bayat Stadium- Al Khor,Qatar. England v. France- FRA. #Twitter ##2022FIFAWorldCup #Qatar #FIFA #soccer #WorldCup #MARvPOL #ENGvFRA" 2022-12-10 14:57:12
"64" "@AlexiLalas Dang, #DetroitExpress shoutout. I have memories as a kid going to #DetroitRockers games. That’s where it starts for me. Along with watching you’re ‘94 #USMNT. I was 5 &amp; hooked. #WorldCup #FoxSoccer" 2022-12-10 14:57:12
"65" "#WorldcupQatar2022 #ENGvsFRA
In solidarity with all my English friends across the pond, here's hoping that #Eng can defeat #Fra in today's match and advance in the #WorldCup! #GoEngland" 2022-12-10 14:57:12
"66" "@Cristiano deserved better but his team @selecaoportugal never supported his talent.
5 #WorldCup s . Thanks for the great memories.
#Cristiano 
#Portugal #portugalvsMorocco #Qatar2022 https://t.co/njz8rDagIS" 2022-12-10 14:57:12
"67" "Morocco make it to the the World Cup history books
.
https://t.co/1NzfoOVdK3
.
