"full_text" "searched_at"
"1" "This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"2" "Proud 🤲🏼 What a team! 🇲🇦❤️ What an achievement for the African continent &amp; the Muslim world 🤲🏼 Great to see such a fairytale is still possible in modern football - this will give so many people so much power &amp; hope ❤️❤️⚽ #Morocco #WorldCup #Qatar2022" 2022-12-10 14:57:20
"3" "#Messi is the man for the crucial moments. The passion, this joy - he really wants it. All of Argentina wishes him the #WorldCup title and I'm sure many others do it as well." 2022-12-10 14:57:20
"4" "RT @Muslim: Remember Allah, always. 🤲🏽🇲🇦 #Morocco #WorldCup https://t.co/43YQh94qQk" 2022-12-10 14:57:20
"5" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"6" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"7" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"8" "I just earned the 'World Pint (2022)' badge on @untappd! https://t.co/UZBp2wktFZ #football #fifaworldcup #worldcup" 2022-12-10 14:57:20
"9" "RT @dy4_lg: Ref needs to be told what a foul is 🤔@worldcup #FIFAWorldCup #EnglandVsFrance" 2022-12-10 14:57:20
"10" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"11" "RT @Hannah_brooksuk: 1 hour until kick off which team are you supporting? #england or #France 😝 #WorldCup Xxx https://t.co/Vwa2cue7Xh" 2022-12-10 14:57:20
"12" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"13" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"14" "Can blame the referee but we haven’t been good enough 

#ENGFRA #WorldCup" 2022-12-10 14:57:20
"15" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"16" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
"17" "RT @shakira: This time for Africa!! 👏🇲🇦 #WorldCup" 2022-12-10 14:57:20
